puzzle_index,agent_move_index,fen,rating,themes,expected_move_uci,legal_move_count,reference_top_move_uci,candidate_top_move_uci,top1_agreement,reference_correct,candidate_correct,reference_entropy,candidate_entropy,entropy_delta,reference_correct_probability,candidate_correct_probability,correct_probability_delta,kl_reference_to_candidate,js_divergence
4,0,2k1r3/pppn1pp1/3b2b1/3B2Pp/5P2/3P3P/PPPR4/2K3NR b - - 0 18,1511,backRankMate deflection long mate mateIn3 middlegame,e8e1,39,e8e1,e8e1,1,1,1,0.0861051974791863,0.07375199527597662,-0.012353202203209679,0.9848320923492025,0.9874601287965104,0.002628036447307802,0.00026528607939827576,6.416906959320587e-05
4,1,2k5/pppn1pp1/3b2b1/3B2Pp/5P2/3P3P/PPP5/2KRr1NR b - - 2 19,1511,backRankMate deflection long mate mateIn3 middlegame,d6f4,38,d6f4,d6f4,1,1,1,0.09536749055034567,0.10477517509413857,0.009407684543792899,0.9856200251289975,0.9840025712427365,-0.001617453886261,0.00013768485940013258,3.5604839857536185e-05
4,2,2k5/pppn1pp1/6b1/3B2Pp/5b2/3P3P/PPP5/1K1Rr1NR b - - 1 20,1511,backRankMate deflection long mate mateIn3 middlegame,e1d1,39,e1d1,e1d1,1,1,1,0.05997995393262148,0.054660199652598114,-0.0053197542800233685,0.9925057370104683,0.9931109978973675,0.0006052608868991616,7.781528773736533e-05,1.8643947117969265e-05
5,0,rn2kbnr/pp6/2p2p2/4P3/4P1pq/2N3N1/PPPB1KB1/R2Q1R2 b kq - 2 17,1067,advantage attraction exposedKing long middlegame,f8c5,33,h4g3,h4g3,1,0,0,0.7730743337433154,0.7791740841979419,0.006099750454626518,0.07886585527096159,0.07603115894565639,-0.002834696325305197,0.0004013779336310237,0.00010031434473191772
5,1,rn2k1nr/pp6/2p2p2/2b1P3/4P1pq/2N1B1N1/PPP2KB1/R2Q1R2 b kq - 4 18,1067,advantage attraction exposedKing long middlegame,c5e3,32,h4g3,h4g3,1,0,0,0.09991899919396835,0.1392677760155701,0.03934877682160176,0.007753881653974901,0.011469984764100237,0.003716103110125336,0.0015386992667536176,0.0004096093333860475
5,2,rn2k1nr/pp6/2p2p2/4P3/4P1pq/2N1K1N1/PPP3B1/R2Q1R2 b kq - 0 19,1067,advantage attraction exposedKing long middlegame,h4g3,25,h4g3,h4g3,1,1,1,0.46798766548145987,0.36617870991766344,-0.10180895556379643,0.8502657178494682,0.9019289370734065,0.05166321922393824,0.015245124993880633,0.0035481908733552394
6,0,5rk1/5ppp/4b3/1p1pPpPP/2pP4/b1P5/rqNQKP2/2RRN3 w - - 6 24,1693,advantage middlegame short trappedPiece,c1b1,19,c1b1,c1b1,1,1,1,0.8902839462113054,0.9119230187946801,0.02163907258337472,0.712085451444495,0.7047759353275849,-0.007309516116910109,0.0010718409768898556,0.00027299254650262885
6,1,5rk1/5ppp/4b3/1p1pPpPP/2pP4/bqP5/r1NQKP2/1R1RN3 w - - 8 25,1693,advantage middlegame short trappedPiece,b1b3,23,b1b3,b1b3,1,1,1,0.6091578195992047,0.7140200617398171,0.10486224214061246,0.8508424952232478,0.8154651035248432,-0.03537739169840459,0.004802491747088591,0.0012428554040913083
7,0,r3r1k1/p2Q1p1p/1p2p1p1/8/1P1P4/P3P3/1B2Nb1q/2KR3R b - - 1 19,1548,advantage discoveredAttack middlegame short,f2e3,38,f2e3,f2e3,1,1,1,0.6089160716768754,0.5701317113113947,-0.03878436036548072,0.8647278195774535,0.872429474592299,0.007701655014845543,0.0009080228847739608,0.00021929651801715156
7,1,r3r1k1/p2Q1p1p/1p2p1p1/8/1P1P4/P3b3/1B2N2q/1K1R3R b - - 1 20,1548,advantage discoveredAttack middlegame short,h2e2,43,h2e2,h2e2,1,1,1,1.6273723336337538,1.5996364594360242,-0.027735874197729604,0.5538674355719478,0.5556512696893501,0.0017838341174022387,0.0018771010103720972,0.00046326881624019503
8,0,3r4/p5k1/1p1qpr1p/1Q1pn1p1/3P1pP1/1PP5/P5PP/4RRK1 w - - 0 30,1316,crushing fork long middlegame,d4e5,34,d4e5,d4e5,1,1,1,0.41847594279475653,0.4200077691298721,0.0015318263351155603,0.8655744664748256,0.8645485878551011,-0.001025878619724474,1.294121565214176e-05,3.2061517692248955e-06
8,1,3r4/p5k1/1p2pr1p/1QqpP1p1/5pP1/1PP5/P5PP/4RRK1 w - - 1 31,1316,crushing fork long middlegame,b5c5,4,b5c5,b5c5,1,1,1,0.014843531538021688,0.015913833303388508,0.0010703017653668195,0.9979664108933793,0.9978011989360112,-0.00016521195736818317,7.05366272386594e-06,1.7956676501784823e-06
8,2,3r4/p5k1/4pr1p/2ppP1p1/5pP1/1PP5/P5PP/4RRK1 w - - 0 32,1316,crushing fork long middlegame,e5f6,20,e5f6,e5f6,1,1,1,0.0007813712975617564,0.0008939676998282102,0.00011259640226645383,0.9999372937562979,0.9999271857766225,-1.0107979675377798e-05,1.3151531383486766e-06,3.427354265486339e-07
9,0,8/1P6/8/7p/3P4/3k1p1P/4p3/4K3 b - - 1 49,1828,advancedPawn endgame mate mateIn2 pawnEndgame short,d3e3,8,f3f2,f3f2,1,0,0,0.43050124630115616,0.39412169050004464,-0.03637955580111152,0.03839202582398746,0.03539284166621852,-0.0029991841577689388,0.0014512553932106394,0.0003514658474288773
9,1,8/1P6/8/7p/3P3P/4kp2/4p3/4K3 b - - 0 50,1828,advancedPawn endgame mate mateIn2 pawnEndgame short,f3f2,5,f3f2,f3f2,1,1,1,0.008929567516077916,0.009220837992527044,0.00029127047644912814,0.9989132550780808,0.9988753490356455,-3.7906042435364995e-05,1.1078127712178904e-06,2.8502878062800677e-07
10,0,8/2kn1p2/8/3P4/R7/2PKN3/1r6/8 b - - 14 70,994,advantage endgame fork short,d7c5,28,d7c5,d7c5,1,1,1,0.4626730089494392,0.4234296306271618,-0.03924337832227737,0.842239172645637,0.8643147732961529,0.022075600650515947,0.0021018428896456627,0.0005137374516120169
10,1,8/2k2p2/8/2nP4/R2K4/2P1N3/1r6/8 b - - 16 71,994,advantage endgame fork short,c5a4,31,c5a4,c5a4,1,1,1,0.754465926213274,0.602722405041124,-0.15174352117215006,0.8413305777464455,0.8799756042966227,0.03864502655017721,0.007593701324271223,0.0017901605559205469
11,0,3r1q2/5prk/p3pQpp/1p2P3/2p4R/2P2P1P/PPB2P2/6K1 w - - 3 30,1781,clearance crushing endgame short,h4h6,33,h4h6,h4h6,1,1,1,0.8140400618998034,0.7550229823801613,-0.05901707951964208,0.7470085710955912,0.7871040617798034,0.040095490684212254,0.005930417568531944,0.001440240334943969
11,1,3r1qk1/5pr1/p3pQpR/1p2P3/2p5/2P2P1P/PPB2P2/6K1 w - - 1 31,1781,clearance crushing endgame short,f6h4,33,h6h8,h6h8,1,0,0,0.015686599994555895,0.01363212200478994,-0.0020544779897659557,6.326979659991315e-06,7.618197978640614e-06,1.2912183186492992e-06,6.751501386437192e-05,1.600723527104017e-05
12,0,r5k1/pp2q1p1/2p1p2p/3nP1pP/3P2P1/2PQ1r2/PPB5/R5K1 w - - 0 24,1454,kingsideAttack long mate mateIn3 middlegame,d3h7,30,d3h7,d3h7,1,1,1,0.16858775746337215,0.17209211969351423,0.003504362230142083,0.9676393704766194,0.9670600015173796,-0.0005793689592398232,0.000274334933586576,7.016233691394761e-05
12,1,r7/pp2qkpQ/2p1p2p/3nP1pP/3P2P1/2P2r2/PPB5/R5K1 w - - 2 25,1454,kingsideAttack long mate mateIn3 middlegame,c2g6,29,c2g6,c2g6,1,1,1,0.21458641706016132,0.18312411229382483,-0.03146230476633649,0.9449099174030929,0.9554239161565687,0.010513998753475806,0.001215765274469876,0.00029342571471006656
12,2,r4k2/pp2q1pQ/2p1p1Bp/3nP1pP/3P2P1/2P2r2/PP6/R5K1 w - - 4 26,1454,kingsideAttack long mate mateIn3 middlegame,h7h8,24,h7h8,h7h8,1,1,1,0.003080184770932655,0.003043493502115956,-3.669126881669909e-05,0.9997144420738014,0.9997173291325151,2.8870587136520243e-06,7.845974028091771e-07,1.9347214893114873e-07
13,0,r1b1k1nr/pp2p2p/2q1Npp1/2n1p3/2B5/2N3B1/PPPR1PPP/2K4R w kq - 0 15,1990,mate mateIn2 middlegame short,d2d8,47,d2d8,d2d8,1,1,1,0.9733377368255063,0.8719786756407494,-0.1013590611847569,0.6688768421675663,0.7128842578198984,0.04400741565233213,0.006518134383851317,0.0015589237343507597
13,1,r1bR2nr/pp2pk1p/2q1Npp1/2n1p3/2B5/2N3B1/PPP2PPP/2K4R w - - 2 16,1990,mate mateIn2 middlegame short,d8f8,50,d8f8,d8f8,1,1,1,1.3148870608596708,1.2858734503769684,-0.029013610482702346,0.6181839095421267,0.596395142092238,-0.02178876744988867,0.009627757015117974,0.0023626920443792746
14,0,Q7/8/8/5k2/8/5pr1/5r2/R6K b - - 0 50,1219,endgame exposedKing long master mate mateIn3 queenRookEndgame,g3h3,23,f2h2,f2h2,1,0,0,1.2151218528793335,1.15927152561796,-0.05585032726137351,0.05622635447454126,0.04512726492348509,-0.011099089551056172,0.0021908888020509367,0.0005343302911330894
14,1,Q7/8/8/5k2/8/5p1r/5r2/R5K1 b - - 2 51,1219,endgame exposedKing long master mate mateIn3 queenRookEndgame,f2g2,23,f2g2,f2g2,1,1,1,0.7726223100087714,0.8159963671909188,0.043374057182147485,0.7883503582926883,0.7739600940276549,-0.014390264265033426,0.0015764355734790068,0.0004024410355174971
14,2,Q7/8/8/5k2/8/5p1r/6r1/R4K2 b - - 4 52,1219,endgame exposedKing long master mate mateIn3 queenRookEndgame,h3h1,30,h3h1,h3h1,1,1,1,0.7244421948681014,0.7301178640817484,0.005675669213647039,0.7167147007647809,0.7120390233984423,-0.004675677366338671,0.00013836040002607848,3.454674846570574e-05
15,0,4R3/1p4k1/1q3bpp/3B4/4Np1P/p4P2/3RK1P1/8 b - - 5 42,1975,crushing endgame fork master short,b6b5,31,b6b5,b6b5,1,1,1,1.1717034922493932,1.1816838501608238,0.009980357911430593,0.4873303572709453,0.49749054784955327,0.010160190578607953,0.0010733471555563479,0.0002701485213829181
15,1,4R3/1p4k1/5bpp/1q1B4/4Np1P/p2R1P2/4K1P1/8 b - - 7 43,1975,crushing endgame fork master short,b5e8,29,b5e8,b5e8,1,1,1,0.22226879721553525,0.22909398848643586,0.006825191270900616,0.9563995662728265,0.9540964407605749,-0.002303125512251647,0.00014655931692260252,3.686799972489397e-05
16,0,4rk2/pbp2pp1/1p1N4/3P1q2/QPBP4/1KP2P2/P5r1/R3R3 b - - 0 25,1225,mate mateIn2 middlegame short,f5c2,56,c7d6,c7d6,1,0,0,2.463790491542409,2.467768981652133,0.003978490109723953,0.0030982460103977233,0.0033330286459712357,0.00023478263557351244,0.006271689949422385,0.0015956251380803473
16,1,4rk2/pbp2pp1/1p1N4/3P4/QPBP4/K1P2P2/P1q3r1/R3R3 b - - 2 26,1225,mate mateIn2 middlegame short,c2b2,52,c2a4,c2a4,1,0,0,1.4637848745954507,1.4007945028130315,-0.06299037178241917,0.04079429236649065,0.034394966251364734,-0.0063993261151259195,0.0025297944141205436,0.0006258018023930368
17,0,r4k2/8/2p3Bb/4p1R1/3q4/PQ6/2K2P2/1N6 b - - 0 30,1689,advantage intermezzo long middlegame,d4f2,37,d4f2,d4f2,1,1,1,1.5539104578862561,1.5775920889635082,0.023681631077252074,0.44657823981160394,0.43988472081466284,-0.006693518996941095,0.0010047888311486644,0.0002524179747116879
17,1,r4k2/8/2p3Bb/4p1R1/8/PQ6/2KN1q2/8 b - - 1 31,1689,advantage intermezzo long middlegame,h6g5,34,h6g5,f2e2,0,1,0,2.267487267927177,2.277241527148356,0.009754259221179229,0.2306968085831905,0.2300139136763637,-0.0006828949068267975,0.0032605053676318272,0.0008105176769278303
17,2,r4k2/8/2p3B1/4p1b1/8/P4Q2/2KN1q2/8 b - - 1 32,1689,advantage intermezzo long middlegame,f2f3,6,f2f3,f2f3,1,1,1,0.06102067335675511,0.04931871093173879,-0.011701962425016317,0.9900922300823417,0.9923749120141477,0.00228268193180603,0.00032395549327757543,7.725759567419458e-05
18,0,r3r1k1/ppp2ppp/2nnq3/8/3P4/P1P1P1P1/2Q3BP/R1B1KR2 w Q - 5 17,1362,crushing fork middlegame short,d4d5,43,d4d5,d4d5,1,1,1,0.407071996855805,0.4306643560408928,0.02359235918508784,0.9052839413354862,0.8960957960638642,-0.009188145271621928,0.0007390426980860183,0.00018842558743124155
18,1,r3r1k1/ppp2ppp/2nn4/3Pq3/8/P1P1P1P1/2Q3BP/R1B1KR2 w Q - 1 18,1362,crushing fork middlegame short,d5c6,41,d5c6,d5c6,1,1,1,1.5585292775886999,1.5539933657934668,-0.00453591179523305,0.5588609612838991,0.5688913271493524,0.010030365865453361,0.0011904886951064012,0.00029728761464732937
19,0,3r2k1/1p3p2/p1n2P2/2P3P1/1PR1p3/P2pP3/3B4/6K1 b - - 1 33,1149,advantage endgame exposedKing fork long,c6e5,22,c6e5,c6e5,1,1,1,0.18384725606677302,0.19267329816193615,0.008826042095163134,0.9710252645748099,0.9694338347523024,-0.001591429822507484,6.0243204948035016e-05,1.528787728201202e-05
19,1,3r2k1/1p3p2/p4P2/2P1n1P1/1P2R3/P2pP3/3B4/6K1 b - - 0 34,1149,advantage endgame exposedKing fork long,e5f3,21,e5f3,e5f3,1,1,1,0.007009601821705177,0.006880460654543104,-0.00012914116716207253,0.999302806397283,0.9993139683951339,1.1161997850894778e-05,8.199624880695685e-07,2.0073252275330342e-07
19,2,3r2k1/1p3p2/p4P2/2P3P1/1P2R3/P2pPn2/3B1K2/8 b - - 2 35,1149,advantage endgame exposedKing fork long,f3d2,23,f3d2,f3d2,1,1,1,0.003919565488469358,0.0028395975982480016,-0.001079967890221356,0.9996113739635228,0.9997296667397275,0.00011829277620467593,2.324268501394413e-05,5.437559807642883e-06
20,0,6k1/1b3pbp/6p1/1N4q1/1Q1p4/P7/5PPP/2r1RBK1 w - - 1 28,1383,master mate mateIn2 middlegame short,e1e8,38,e1e8,e1e8,1,1,1,0.05326673919248099,0.050608853133198364,-0.0026578860592826256,0.9928193651640674,0.9932447992420518,0.0004254340779843435,5.131412285094854e-05,1.2642637536440835e-05
20,1,4Rbk1/1b3p1p/6p1/1N4q1/1Q1p4/P7/5PPP/2r2BK1 w - - 3 29,1383,master mate mateIn2 middlegame short,b4f8,39,b4f8,b4f8,1,1,1,0.20260994467986732,0.19989914996943708,-0.002710794710430231,0.9518204454853925,0.9525687699033195,0.0007483244179270487,2.533303221168102e-05,6.152527896308987e-06
21,0,8/n7/P7/K2k4/P7/7P/5PP1/8 b - - 1 53,1670,endgame knightEndgame mate mateIn2 short,d5c5,11,d5c6,d5c6,1,0,0,1.6347896908976978,1.6872706588767847,0.05248096797908697,0.1136734308690121,0.11852987401767208,0.004856443148659975,0.012546915758598556,0.0031005983583039425
21,1,8/n7/P7/K1k5/P7/5P1P/6P1/8 b - - 0 54,1670,endgame knightEndgame mate mateIn2 short,a7c6,8,a7c6,a7c6,1,1,1,0.9540226131373195,1.074775946048873,0.12075333291155355,0.7471779444628911,0.7028275092905713,-0.044350435172319846,0.00678884928751463,0.0017610834026006127
22,0,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/3r1PP1/2K5 b - - 5 31,980,endgame exposedKing long mate mateIn3 rookEndgame,d2d1,27,d2d1,d2d1,1,1,1,1.7769882315759118,1.7543331392106676,-0.02265509236524421,0.5074624342201866,0.5133249622206447,0.005862528000458167,0.0008029199385988329,0.00019709340658871036
22,1,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/1K3PP1/3r4 b - - 7 32,980,endgame exposedKing long mate mateIn3 rookEndgame,d7d2,30,d7d2,d7d2,1,1,1,0.22684749566852147,0.23576137728688465,0.008913881618363179,0.9528487771742757,0.9490085690715838,-0.003840208102691922,0.00044498316406350863,0.00011133295794978529
22,2,8/5ppp/4p3/k3P3/pR2R2P/K1P5/3r1PP1/3r4 b - - 9 33,980,endgame exposedKing long mate mateIn3 rookEndgame,d1a1,25,d1a1,d1a1,1,1,1,2.012758732528255,2.0765698377896604,0.06381110526140521,0.3247908282223818,0.28766773914460353,-0.03712308907777828,0.004900265487598475,0.0012283264082405903
23,0,r4k2/ppp3p1/3p3r/2q5/1PNnP3/2Q2PBp/P4R1P/5RK1 b - - 0 25,1948,advantage deflection discoveredAttack long middlegame pin,d4e2,42,d4e2,d4e2,1,1,1,0.0749503168522312,0.06901227015737736,-0.0059380466948538435,0.9886765542279073,0.9895971442498405,0.0009205900219331209,7.617055393466327e-05,1.817725849616776e-05
23,1,r4k2/ppp3p1/3p3r/2q5/1PN1P3/2Q2PBp/P3nR1P/5R1K b - - 2 26,1948,advantage deflection discoveredAttack long middlegame pin,c5f2,43,e2c3,e2c3,1,0,0,0.0393055905248458,0.04258155219796729,0.00327596167312149,6.169425132333598e-06,5.683398493811542e-06,-4.860266385220556e-07,3.210386509174507e-05,8.153159056830071e-06
23,2,r4k2/ppp3Q1/3p3r/8/1PN1P3/5PBp/P3nq1P/5R1K b - - 0 27,1948,advantage deflection discoveredAttack long middlegame pin,f8g7,2,f8g7,f8g7,1,1,1,0.5332032463644432,0.49191116609614793,-0.04129208026829523,0.774968135729907,0.8060422179382049,0.031074082208297882,0.002972813222333469,0.0007293731581572592
24,0,5rk1/pp1n1r2/3p2N1/2pQ4/2P5/4P1P1/qP2KPP1/7R w - - 2 25,1835,mate mateIn2 middlegame pin short,g6e7,45,h1h8,h1h8,1,0,0,0.40117461506876956,0.3446431753968918,-0.05653143967187774,0.07906726552142834,0.06819367512386453,-0.010873590397563818,0.0019728832769246984,0.0004712047152116795
24,1,5r2/pp1nNrk1/3p4/2pQ4/2P5/4P1P1/qP2KPP1/7R w - - 4 26,1835,mate mateIn2 middlegame pin short,d5g5,44,d5g5,d5g5,1,1,1,0.2670601894281335,0.23047473584112502,-0.03658545358700846,0.9349243864709845,0.9462394231737025,0.01131503670271794,0.001228316969385225,0.0002967973056936667
25,0,4r1k1/p1R1n2p/4N3/5r2/6K1/6PP/P3R3/8 b - - 4 46,1196,endgame mate mateIn2 short,h7h5,29,h7h5,h7h5,1,1,1,1.0338390252123255,1.101867309975405,0.06802828476307954,0.7325853950368294,0.7131416288690978,-0.01944376616773158,0.0017492794699631548,0.00044690943546170234
25,1,4r1k1/p1R1n3/4N3/5r1p/7K/6PP/P3R3/8 b - - 1 47,1196,endgame mate mateIn2 short,e7g6,27,e7g6,e7g6,1,1,1,0.9821001428365768,0.9952209402144947,0.013120797377917937,0.5511194857325683,0.4850196678623542,-0.06609981787021413,0.009939888622313774,0.002497053742384633
26,0,4k3/1R6/6N1/5p1p/7P/2r3PK/5b2/8 b - - 0 47,1198,crushing endgame fork short,c3g3,23,f2g3,f2g3,1,0,0,1.05885451545568,1.0360131546498852,-0.022841360805794908,0.367739285247713,0.35858787860307156,-0.009151406644641424,0.0007287015825746073,0.0001779777626060727
26,1,4k3/1R6/6N1/5p1p/7P/6r1/5b1K/8 b - - 1 48,1198,crushing endgame fork short,g3g6,21,g3g6,g3g6,1,1,1,0.36244975205702273,0.3204312749794646,-0.042018477077558125,0.9231060377499253,0.9347088330776813,0.011602795327755988,0.0019143158850851024,0.0004521366308098976
27,0,r5k1/ppp4p/2P3r1/8/4P3/B1P5/P1Q1K3/6N1 b - - 0 31,2090,advantage endgame exposedKing fork long,g6g2,26,g6g2,g6g2,1,1,1,0.6515731022730717,0.6777700183248437,0.02619691605177199,0.7688564949032394,0.7376941970020101,-0.031162297901229263,0.0031986338074234183,0.00081113886356738
27,1,r5k1/ppp4p/2P5/8/4P3/B1PK4/P1Q3r1/6N1 b - - 2 32,2090,advantage endgame exposedKing fork long,a8d8,26,a8d8,a8d8,1,1,1,0.956659388932629,0.9949374322078802,0.038278043275251195,0.5714829202243897,0.5168706361078326,-0.054612284116557164,0.0065600564802349515,0.0016511635744392251
27,2,3r2k1/ppp4p/2P5/8/2K1P3/B1P5/P1Q3r1/6N1 b - - 4 33,2090,advantage endgame exposedKing fork long,g2c2,33,g2c2,g2c2,1,1,1,0.7473895900852878,0.6577368535807133,-0.0896527365045745,0.7693473810710697,0.8017212382074766,0.03237385713640695,0.004715905309017106,0.0011252773382036778
28,0,6nr/1pN2ppp/p2Qbk2/4p3/3Bq3/8/PP2BPPP/5K1R b - - 0 19,967,mate mateIn2 middlegame short,e4b1,28,e4b1,e4b1,1,1,1,0.47685334122003503,0.4555115382213432,-0.021341802998691817,0.880658371054657,0.8871603616763981,0.006501990621741061,0.0002556208759310595,6.305023206881741e-05
28,1,6nr/1pN2ppp/p2Qbk2/4p3/3B4/8/PP3PPP/1q1B1K1R b - - 2 20,967,mate mateIn2 middlegame short,b1d1,23,b1d1,b1d1,1,1,1,0.06863511703761127,0.07850576380711272,0.009870646769501445,0.9887775834715004,0.9866993961402827,-0.0020781873312176735,0.000182034473967715,4.683259911066776e-05
29,0,2k3rB/ppp2p1p/2np4/8/4P3/2NB1b2/PPP2PPP/R4RK1 b - - 0 13,1456,discoveredAttack discoveredCheck kingsideAttack mate mateIn2 middlegame morphysMate short,g8g2,35,g8g2,g8g2,1,1,1,0.4836297897598598,0.46891248376621925,-0.014717305993640573,0.8828994144145407,0.8862178430800381,0.003318428665497475,0.0007325372685353703,0.00017920301585949228
29,1,2k4B/ppp2p1p/2np4/8/4P3/2NB1b2/PPP2PrP/R4R1K b - - 1 14,1456,discoveredAttack discoveredCheck kingsideAttack mate mateIn2 middlegame morphysMate short,g2g4,33,g2g1,g2g1,1,0,0,2.370123917440008,2.358467406511749,-0.011656510928259145,0.13404453390297047,0.14010329270023672,0.0060587587972662504,0.001224908037187854,0.00030141833380156985
30,0,8/2R2ppp/4p3/p6k/6R1/4P2P/3q1PP1/6K1 b - - 3 33,1569,crushing endgame fork long queenRookEndgame,d2d1,25,d2e1,d2e1,1,0,0,0.8845864790590896,0.8792737546312325,-0.0053127244278571295,0.38548316000036537,0.3998842378820633,0.014401077881697921,0.0004730718983595712,0.00011827581517714536
30,1,8/2R2ppp/4p3/p6k/6R1/4P2P/5PPK/3q4 b - - 5 34,1569,crushing endgame fork long queenRookEndgame,d1d6,28,d1g4,d1g4,1,0,0,0.23544433122082248,0.21018409595030518,-0.025260235270517295,0.01935756922722289,0.01614645670017628,-0.00321111252704661,0.00046270856781691376,0.0001124500223741166
30,2,8/2R2ppp/3qp3/p6k/6R1/4P1PP/5P1K/8 b - - 0 35,1569,crushing endgame fork long queenRookEndgame,d6c7,27,d6c7,d6c7,1,1,1,0.20807266573999042,0.21138704224751695,0.0033143765075265286,0.9688843280842961,0.9682326388734687,-0.0006516892108274774,0.00018148325431737618,4.639926813772454e-05
31,0,1k4r1/pp3p2/4p3/2N1q3/1P1bp3/P3P3/5P2/2RR1K2 w - - 2 28,885,advantage endgame fork short,c5d7,24,c5d7,c5d7,1,1,1,0.02380882985936581,0.023412666508836406,-0.00039616335052940557,0.9967349083800443,0.9967934721413533,5.8563761308971785e-05,9.043902759092193e-07,2.2448594317007878e-07
31,1,k5r1/pp1N1p2/4p3/4q3/1P1bp3/P3P3/5P2/2RR1K2 w - - 4 29,885,advantage endgame fork short,d7e5,26,d7e5,d7e5,1,1,1,0.8149837358337572,0.7743872293180201,-0.040596506515737096,0.7205484345902264,0.7535667036400425,0.033018269049816085,0.006460364586019587,0.0015623064062238565
32,0,r2qk2r/2pn1p1n/pp1p2Bp/3Pp1b1/PPP1P3/2N1B3/3N2PP/R2Q1RK1 b kq - 0 17,1463,advantage hangingPiece intermezzo middlegame short,g5e3,29,g5e3,g5e3,1,1,1,0.005315367773983835,0.0043403809496862815,-0.0009749868242975536,0.9994681821029089,0.999576408947235,0.00010822684432609808,1.3880742595905628e-05,3.3207136692275967e-06
